content,category,validated_by,score,thumbsUpCount,country
"the app works great the majority of the time! But I dislike some changes such as the inability to ""contact us"" by email directly from the order summary page. Or chat with a live person. Having to hit next to scroll through results, it used to load in one continuous list...which reminds me, the filters could be stronger for searches. Can't filter by est delivery date for one example...for such a huge site one would think filters and sorting would be the best in the business. I still like the app",user-experience,Solomon,4,197,us
Would Rate 5 stars but app has been modified since I began using it 8-9 years ago. App no longer tracks driver when merchandise is out for delivery. Delivery tracking of Amazon Delivery Vehicle was very useful. Also tracking of and delivery estimates of Amazon Fresh and Food is very inadequate.,shipping,Adam,4,1,uk
Brilliant,user-experience,Adam,5,0,us
safe and reliable way to shop. I find it is too easy to make an ordering mistake...i shake a little and have found I may have pushed the wrong button. But I take responsibility and check my order very carefully. returns are a snap.,user-experience,Solomon,5,1,us
"Complete waste of money. $15 a month for no real discounts; the cost of goods is just as much as any brick and morter retail, if not more. Next day delivery is an absolute joke - nothing arrives next day, you're lucky if it comes the same week. Prime Video is just disappointing, nothing free is worth watching now ads. It's just a C-level rental service. Xfinity better for playback and cheaper rentals, prime has"" the boys ""but that's it save the $150 a year get Netflix,hulu, even Pluto has better",user-experience,Adam,1,4,uk
"Now Amazon is resorting to delete critical product reviews as ""harradment and hate speech"", seriously illegitimate children of Bezos? (even AliExpress doesn't do this). If anyone has an ISSUE with the REFUND, simply CALL your BANK and ask for a ""CHARGE BACK"", let Amazon face the music. And yes, here take 1 star and kiss MA (see if your ducking app dev team can get this removed from Google play store).",customer-service,Lailat,1,3,us
"Today I found that I couldn't buy an eBook via this miserable data hemorraging sluice pipe of an unbridled adfest plastered with irrelevant unwanted search ""results"". I'm guessing that the purchase SNAFU is due to some recent pen stroke corporate google ""security"" decision? Whatever, it's pathetic and this app doesn't justify the space it takes up on my 'phone right now.",security,Solomon,1,338,us
"Something has went wrong with this app for android version since updated. Page changes won't load, freezing and crashes. Sends up notification that something cant be viewed at this time. Worked fine a few wells ago when I used it. Works fine on my laptop too. But its so bad i cant even use it on the phone app now. After all the money Ive spent on their site for years it's not unreasonable to expect accessibility.",user-experience,Ugochukz,2,17,us
Jaden,user-experience,Adam,5,0,us
"Terrible. The updated is trash. I do a ton of shopping on Amazon, especially Christmas shopping. I can't get through a page without it crashing, or asking me if I want to close the app or wait, & it's freezing up. As I look through the other recent reviews everyone else is having the same issues with the ""update"". Amazon please fix this ASAP. Wild",user-experience,Ugochukz,1,80,us
"The Amazon app used to be good, however, the updates to it has led me to using the website on PC more than mobile. The search results don't always list the categories in the filters, making browsing the app harder. I can't move items from one wishlist to another without the app crashing, so onto the actual website for that. The only thing it is good for is delivery updates, or if you actually know what you want to buy, otherwise the app isn't built for you to browse it.",user-experience,Adam,3,2,uk
